,username1,username2,link1,link2,comparison_type,ssim,features2d,stage,link1_change,link2_change,ssim_exp
6065,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase5/index.html,complete,45.1,99.0,4,GabrielUnal,GabrielUnal,54.9
6095,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gavnic/webapp_phase4/index.html,http://www.ironhacks.com/preview/Gavnic/webapp_phase5/index.html,complete,31.6,63.0,4,Gavnic,Gavnic,68.4
6125,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gusgal03/webapp_phase4/index.html,http://www.ironhacks.com/preview/Gusgal03/webapp_phase5/index.html,complete,100.0,100.0,4,Gusgal03,Gusgal03,0.0
6155,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase5/index.html,complete,93.7,100.0,4,Joacampora,Joacampora,6.299999999999997
6185,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase5/index.html,complete,84.4,100.0,4,Juankmilo97,Juankmilo97,15.599999999999994
6215,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase5/index.html,complete,24.1,100.0,4,Jufcardenasmo,Jufcardenasmo,75.9
6245,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ozai98/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ozai98/webapp_phase5/index.html,complete,100.0,100.0,4,Ozai98,Ozai98,0.0
6275,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Sariilan/webapp_phase4/index.html,http://www.ironhacks.com/preview/Sariilan/webapp_phase5/index.html,complete,100.0,100.0,4,Sariilan,Sariilan,0.0
6305,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase5/index.html,complete,85.4,100.0,4,bsdiaza,bsdiaza,14.599999999999994
6335,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase5/index.html,complete,47.6,94.5,4,casc3798,casc3798,52.4
6365,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase4/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase5/index.html,complete,26.5,100.0,4,diefrodriguezcha,diefrodriguezcha,73.5
6395,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/facuellarg/webapp_phase4/index.html,http://www.ironhacks.com/preview/facuellarg/webapp_phase5/index.html,complete,100.0,100.0,4,facuellarg,facuellarg,0.0
6425,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase5/index.html,complete,91.5,100.0,4,federgolo,federgolo,8.5
6455,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/garayf/webapp_phase4/index.html,http://www.ironhacks.com/preview/garayf/webapp_phase5/index.html,complete,100.0,100.0,4,garayf,garayf,0.0
6485,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jaleonro/webapp_phase4/index.html,http://www.ironhacks.com/preview/jaleonro/webapp_phase5/index.html,complete,84.8,100.0,4,jaleonro,jaleonro,15.200000000000003
6515,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jsalcinar/webapp_phase4/index.html,http://www.ironhacks.com/preview/jsalcinar/webapp_phase5/index.html,complete,86.2,100.0,4,jsalcinar,jsalcinar,13.799999999999997
6545,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jssanchezo/webapp_phase4/index.html,http://www.ironhacks.com/preview/jssanchezo/webapp_phase5/index.html,complete,100.0,100.0,4,jssanchezo,jssanchezo,0.0
6575,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase4/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase5/index.html,complete,99.1,100.0,4,nviverosb,nviverosb,0.9000000000000057
6605,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase4/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase5/index.html,complete,98.3,100.0,4,olimita,olimita,1.7000000000000028
6635,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase4/index.html,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase5/index.html,complete,80.9,53.0,4,sebcamacho1703,sebcamacho1703,19.099999999999994
6665,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase4/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase5/index.html,complete,41.5,100.0,4,serbatero,serbatero,58.5
6695,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/xFortich/webapp_phase4/index.html,http://www.ironhacks.com/preview/xFortich/webapp_phase5/index.html,complete,99.9,100.0,4,xFortich,xFortich,0.09999999999999432
6725,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase4/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase5/index.html,complete,99.3,100.0,4,yaochoal,yaochoal,0.7000000000000028
6726,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Alekzu/webapp_phase4/index.html,http://www.ironhacks.com/preview/Alekzu/webapp_phase5/index.html,simple,95.2,100.0,4,Alekzu,Alekzu,4.799999999999997
6756,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Anvido/webapp_phase4/index.html,http://www.ironhacks.com/preview/Anvido/webapp_phase5/index.html,simple,100.0,100.0,4,Anvido,Anvido,0.0
6786,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Biopeligro/webapp_phase4/index.html,http://www.ironhacks.com/preview/Biopeligro/webapp_phase5/index.html,simple,48.7,77.9,4,Biopeligro,Biopeligro,51.3
6816,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase4/index.html,http://www.ironhacks.com/preview/Caadiazsi/webapp_phase5/index.html,simple,100.0,100.0,4,Caadiazsi,Caadiazsi,0.0
6846,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase4/index.html,http://www.ironhacks.com/preview/DavidsMartinez/webapp_phase5/index.html,simple,100.0,100.0,4,DavidsMartinez,DavidsMartinez,0.0
6876,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase4/index.html,http://www.ironhacks.com/preview/DiegoAraque1207/webapp_phase5/index.html,simple,98.2,100.0,4,DiegoAraque1207,DiegoAraque1207,1.7999999999999972
6906,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase4/index.html,http://www.ironhacks.com/preview/GabrielUnal/webapp_phase5/index.html,simple,90.1,44.1,4,GabrielUnal,GabrielUnal,9.900000000000006
6936,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gavnic/webapp_phase4/index.html,http://www.ironhacks.com/preview/Gavnic/webapp_phase5/index.html,simple,33.2,57.7,4,Gavnic,Gavnic,66.8
6966,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Gusgal03/webapp_phase4/index.html,http://www.ironhacks.com/preview/Gusgal03/webapp_phase5/index.html,simple,100.0,100.0,4,Gusgal03,Gusgal03,0.0
6996,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Joacampora/webapp_phase4/index.html,http://www.ironhacks.com/preview/Joacampora/webapp_phase5/index.html,simple,95.8,100.0,4,Joacampora,Joacampora,4.200000000000003
7026,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase4/index.html,http://www.ironhacks.com/preview/Juankmilo97/webapp_phase5/index.html,simple,94.5,100.0,4,Juankmilo97,Juankmilo97,5.5
7056,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase4/index.html,http://www.ironhacks.com/preview/Jufcardenasmo/webapp_phase5/index.html,simple,10.2,23.0,4,Jufcardenasmo,Jufcardenasmo,89.8
7086,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Ozai98/webapp_phase4/index.html,http://www.ironhacks.com/preview/Ozai98/webapp_phase5/index.html,simple,100.0,100.0,4,Ozai98,Ozai98,0.0
7116,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/Sariilan/webapp_phase4/index.html,http://www.ironhacks.com/preview/Sariilan/webapp_phase5/index.html,simple,100.0,100.0,4,Sariilan,Sariilan,0.0
7146,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/bsdiaza/webapp_phase4/index.html,http://www.ironhacks.com/preview/bsdiaza/webapp_phase5/index.html,simple,95.7,100.0,4,bsdiaza,bsdiaza,4.299999999999997
7176,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/casc3798/webapp_phase4/index.html,http://www.ironhacks.com/preview/casc3798/webapp_phase5/index.html,simple,71.1,79.9,4,casc3798,casc3798,28.900000000000006
7206,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase4/index.html,http://www.ironhacks.com/preview/diefrodriguezcha/webapp_phase5/index.html,simple,39.7,100.0,4,diefrodriguezcha,diefrodriguezcha,60.3
7236,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/facuellarg/webapp_phase4/index.html,http://www.ironhacks.com/preview/facuellarg/webapp_phase5/index.html,simple,100.0,100.0,4,facuellarg,facuellarg,0.0
7266,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/federgolo/webapp_phase4/index.html,http://www.ironhacks.com/preview/federgolo/webapp_phase5/index.html,simple,91.5,100.0,4,federgolo,federgolo,8.5
7296,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/garayf/webapp_phase4/index.html,http://www.ironhacks.com/preview/garayf/webapp_phase5/index.html,simple,100.0,100.0,4,garayf,garayf,0.0
7326,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jaleonro/webapp_phase4/index.html,http://www.ironhacks.com/preview/jaleonro/webapp_phase5/index.html,simple,99.6,100.0,4,jaleonro,jaleonro,0.4000000000000057
7357,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/jssanchezo/webapp_phase4/index.html,http://www.ironhacks.com/preview/jssanchezo/webapp_phase5/index.html,simple,100.0,100.0,4,jssanchezo,jssanchezo,0.0
7387,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/nviverosb/webapp_phase4/index.html,http://www.ironhacks.com/preview/nviverosb/webapp_phase5/index.html,simple,84.6,28.6,4,nviverosb,nviverosb,15.400000000000006
7417,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/olimita/webapp_phase4/index.html,http://www.ironhacks.com/preview/olimita/webapp_phase5/index.html,simple,98.3,100.0,4,olimita,olimita,1.7000000000000028
7447,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase4/index.html,http://www.ironhacks.com/preview/sebcamacho1703/webapp_phase5/index.html,simple,92.1,53.4,4,sebcamacho1703,sebcamacho1703,7.900000000000006
7477,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/serbatero/webapp_phase4/index.html,http://www.ironhacks.com/preview/serbatero/webapp_phase5/index.html,simple,54.1,100.0,4,serbatero,serbatero,45.9
7507,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/xFortich/webapp_phase4/index.html,http://www.ironhacks.com/preview/xFortich/webapp_phase5/index.html,simple,99.9,100.0,4,xFortich,xFortich,0.09999999999999432
7537,www.ironhacks.com,www.ironhacks.com,http://www.ironhacks.com/preview/yaochoal/webapp_phase4/index.html,http://www.ironhacks.com/preview/yaochoal/webapp_phase5/index.html,simple,99.6,100.0,4,yaochoal,yaochoal,0.4000000000000057
